customer_id,customer_name,email,data_usage,plan_type,signup_date,total_data_usage,customer_status,last_update,phone_home,phone_mobile
351,Customer_351,customer351@example.com,57.46,Basic,2033-04-08,958GB,Active,2026-01-14,3758920549,1987282661
352,Customer_352,customer352@example.com,92.29,Premium,2033-04-23,121GB,Active,2026-01-16,1393906483,6819112366
353,Customer_353,customer353@example.com,25.32,Standard,2033-05-08,757GB,Active,2026-01-18,6645029272,1555244641
354,Customer_354,customer354@example.com,47.19,Basic,2033-05-23,723GB,Inactive,2026-01-20,5539161474,9613855994
355,Customer_355,customer355@example.com,78.88,Premium,2033-06-07,745GB,Active,2026-01-22,7318122868,1722740027
356,Customer_356,customer356@example.com,59.32,Premium,2033-06-22,204GB,Active,2026-01-24,1188387826,1646690013
357,Customer_357,customer357@example.com,77.69,Premium,2033-07-07,459GB,Active,2026-01-26,9588131480,7591343059
358,Customer_358,customer358@example.com,55.05,Basic,2033-07-22,593GB,Inactive,2026-01-28,9219048078,4635880939
359,Customer_359,customer359@example.com,72.43,Premium,2033-08-06,271GB,Active,2026-01-30,8091917890,7899040357
360,Customer_360,customer360@example.com,42.86,Basic,2033-08-21,929GB,Inactive,2026-02-01,4551119777,7427797125
361,Customer_361,customer361@example.com,85.82,Basic,2033-09-05,112GB,Active,2026-02-03,6746803661,9363647975
362,Customer_362,customer362@example.com,95.5,Standard,2033-09-20,732GB,Inactive,2026-02-05,9275789143,7662550397
363,Customer_363,customer363@example.com,34.09,Premium,2033-10-05,441GB,Inactive,2026-02-07,9843376766,3425880452
364,Customer_364,customer364@example.com,31.01,Premium,2033-10-20,111GB,Active,2026-02-09,9217027399,3387381446
365,Customer_365,customer365@example.com,82.41,Premium,2033-11-04,600GB,Inactive,2026-02-11,7024657461,4651854627
366,Customer_366,customer366@example.com,2.26,Standard,2033-11-19,281GB,Active,2026-02-13,9556906519,8881283257
367,Customer_367,customer367@example.com,23.75,Standard,2033-12-04,942GB,Active,2026-02-15,9619105187,6801784787
368,Customer_368,customer368@example.com,81.44,Premium,2033-12-19,130GB,Inactive,2026-02-17,6842845450,9069697702
369,Customer_369,customer369@example.com,66.26,Basic,2034-01-03,927GB,Inactive,2026-02-19,1744329035,2732389731
370,Customer_370,customer370@example.com,69.46,Standard,2034-01-18,974GB,Inactive,2026-02-21,1111271217,1030426690
371,Customer_371,customer371@example.com,95.18,Standard,2034-02-02,308GB,Inactive,2026-02-23,8817157630,3489243218
372,Customer_372,customer372@example.com,39.02,Standard,2034-02-17,303GB,Inactive,2026-02-25,5225052311,1899674975
373,Customer_373,customer373@example.com,90.9,Premium,2034-03-04,531GB,Inactive,2026-02-27,7472457892,9729776818
374,Customer_374,customer374@example.com,5.65,Standard,2034-03-19,160GB,Inactive,2026-03-01,2589644966,6399809095
375,Customer_375,customer375@example.com,51.57,Basic,2034-04-03,451GB,Active,2026-03-03,5304806082,8175910570
376,Customer_376,customer376@example.com,29.55,Basic,2034-04-18,933GB,Active,2026-03-05,8616843608,6902179124
377,Customer_377,customer377@example.com,71.48,Standard,2034-05-03,901GB,Active,2026-03-07,9931007334,9985021448
378,Customer_378,customer378@example.com,92.53,Standard,2034-05-18,341GB,Inactive,2026-03-09,6938301394,2950542717
379,Customer_379,customer379@example.com,99.44,Premium,2034-06-02,558GB,Inactive,2026-03-11,1052616492,3992480180
380,Customer_380,customer380@example.com,3.03,Basic,2034-06-17,504GB,Active,2026-03-13,8312286924,3306332019
381,Customer_381,customer381@example.com,9.61,Basic,2034-07-02,194GB,Inactive,2026-03-15,5026828780,8292730613
382,Customer_382,customer382@example.com,26.92,Basic,2034-07-17,127GB,Inactive,2026-03-17,8163125350,6741753403
383,Customer_383,customer383@example.com,31.14,Standard,2034-08-01,491GB,Inactive,2026-03-19,4838686605,2505307530
384,Customer_384,customer384@example.com,95.48,Premium,2034-08-16,625GB,Inactive,2026-03-21,6389025196,9386657622
385,Customer_385,customer385@example.com,64.4,Premium,2034-08-31,711GB,Active,2026-03-23,3724001981,7517667716
386,Customer_386,customer386@example.com,19.73,Standard,2034-09-15,315GB,Inactive,2026-03-25,7232066569,3059122302
387,Customer_387,customer387@example.com,45.46,Standard,2034-09-30,297GB,Inactive,2026-03-27,2641001718,3437429032
388,Customer_388,customer388@example.com,48.61,Basic,2034-10-15,631GB,Active,2026-03-29,6945583017,6426777985
389,Customer_389,customer389@example.com,75.62,Premium,2034-10-30,499GB,Inactive,2026-03-31,4648549330,6634847027
390,Customer_390,customer390@example.com,3.24,Standard,2034-11-14,642GB,Inactive,2026-04-02,2529034427,5352736312
391,Customer_391,customer391@example.com,47.19,Basic,2034-11-29,849GB,Active,2026-04-04,6358708229,2690401099
392,Customer_392,customer392@example.com,30.77,Standard,2034-12-14,220GB,Inactive,2026-04-06,7186322114,7661789500
393,Customer_393,customer393@example.com,84.47,Premium,2034-12-29,156GB,Active,2026-04-08,4408956386,9419662290
394,Customer_394,customer394@example.com,95.51,Basic,2035-01-13,896GB,Inactive,2026-04-10,8671175632,4788699922
395,Customer_395,customer395@example.com,56.71,Basic,2035-01-28,714GB,Inactive,2026-04-12,7822400986,2065641027
396,Customer_396,customer396@example.com,34.77,Standard,2035-02-12,400GB,Inactive,2026-04-14,9434460705,3680883804
397,Customer_397,customer397@example.com,70.11,Premium,2035-02-27,565GB,Inactive,2026-04-16,9664163254,3137343377
398,Customer_398,customer398@example.com,36.74,Standard,2035-03-14,191GB,Active,2026-04-18,7760824330,5803789168
399,Customer_399,customer399@example.com,4.86,Standard,2035-03-29,298GB,Active,2026-04-20,3558991275,9788144769
400,Customer_400,customer400@example.com,49.66,Standard,2035-04-13,577GB,Inactive,2026-04-22,4147802299,3188997702
401,Customer_401,customer401@example.com,3.0,Basic,2035-04-28,840GB,Active,2026-04-24,4463034077,3958751898
402,Customer_402,customer402@example.com,63.64,Standard,2035-05-13,298GB,Inactive,2026-04-26,8907396329,9968255048
403,Customer_403,customer403@example.com,13.37,Basic,2035-05-28,288GB,Inactive,2026-04-28,5798486004,8741203068
404,Customer_404,customer404@example.com,50.79,Premium,2035-06-12,909GB,Inactive,2026-04-30,4535143893,5178891490
405,Customer_405,customer405@example.com,70.85,Standard,2035-06-27,259GB,Inactive,2026-05-02,1304598761,7856978647
406,Customer_406,customer406@example.com,5.66,Premium,2035-07-12,468GB,Inactive,2026-05-04,1845903368,1195493970
407,Customer_407,customer407@example.com,41.69,Standard,2035-07-27,145GB,Active,2026-05-06,8045232122,1274408227
408,Customer_408,customer408@example.com,14.58,Basic,2035-08-11,924GB,Active,2026-05-08,3933254335,3251279401
409,Customer_409,customer409@example.com,31.11,Basic,2035-08-26,458GB,Active,2026-05-10,2308799569,4793013975
410,Customer_410,customer410@example.com,93.13,Basic,2035-09-10,388GB,Inactive,2026-05-12,9597686503,9196361590
411,Customer_411,customer411@example.com,50.52,Standard,2035-09-25,741GB,Active,2026-05-14,9752264653,7177729842
412,Customer_412,customer412@example.com,37.09,Basic,2035-10-10,950GB,Active,2026-05-16,5578246901,3720681351
413,Customer_413,customer413@example.com,49.18,Premium,2035-10-25,171GB,Inactive,2026-05-18,5053955995,6430619208
414,Customer_414,customer414@example.com,60.7,Basic,2035-11-09,842GB,Active,2026-05-20,5093659025,4904967115
415,Customer_415,customer415@example.com,79.17,Basic,2035-11-24,846GB,Inactive,2026-05-22,8017182085,4783345400
416,Customer_416,customer416@example.com,2.84,Basic,2035-12-09,881GB,Active,2026-05-24,7210953285,2132144872
417,Customer_417,customer417@example.com,20.11,Standard,2035-12-24,476GB,Inactive,2026-05-26,9915125843,3743629591
418,Customer_418,customer418@example.com,17.42,Premium,2036-01-08,803GB,Inactive,2026-05-28,9201959020,2388274165
419,Customer_419,customer419@example.com,85.75,Premium,2036-01-23,871GB,Inactive,2026-05-30,7713687680,5444349258
420,Customer_420,customer420@example.com,14.7,Standard,2036-02-07,457GB,Inactive,2026-06-01,1251415474,2435397890
421,Customer_421,customer421@example.com,66.67,Basic,2036-02-22,110GB,Active,2026-06-03,1217779530,7310329930
422,Customer_422,customer422@example.com,24.92,Basic,2036-03-08,535GB,Active,2026-06-05,4378725644,5680749828
423,Customer_423,customer423@example.com,44.2,Basic,2036-03-23,535GB,Inactive,2026-06-07,7097137094,2135959893
424,Customer_424,customer424@example.com,77.43,Premium,2036-04-07,688GB,Inactive,2026-06-09,7131617563,8325816753
425,Customer_425,customer425@example.com,75.86,Basic,2036-04-22,634GB,Inactive,2026-06-11,1683433400,2020032931
426,Customer_426,customer426@example.com,25.8,Basic,2036-05-07,946GB,Inactive,2026-06-13,5370962162,6828451676
427,Customer_427,customer427@example.com,68.11,Standard,2036-05-22,692GB,Inactive,2026-06-15,4522354264,6604261112
428,Customer_428,customer428@example.com,44.42,Premium,2036-06-06,659GB,Inactive,2026-06-17,5184790468,1433490293
429,Customer_429,customer429@example.com,95.59,Basic,2036-06-21,695GB,Inactive,2026-06-19,1972702721,8279095077
430,Customer_430,customer430@example.com,34.8,Standard,2036-07-06,920GB,Active,2026-06-21,3667066926,1850687921
431,Customer_431,customer431@example.com,37.42,Premium,2036-07-21,603GB,Active,2026-06-23,1371590951,2715242564
432,Customer_432,customer432@example.com,20.78,Basic,2036-08-05,219GB,Inactive,2026-06-25,2365326078,5927694739
433,Customer_433,customer433@example.com,47.63,Standard,2036-08-20,937GB,Active,2026-06-27,1559188329,8980727816
436,Customer_436,customer436@example.com,80.24,Basic,2036-10-04,490GB,Active,2026-07-03,9783107984,6668981447
437,Customer_437,customer437@example.com,63.73,Standard,2036-10-19,248GB,Inactive,2026-07-05,9313932694,4358385034
438,Customer_438,customer438@example.com,70.94,Basic,2036-11-03,531GB,Inactive,2026-07-07,9526643604,2730333305
439,Customer_439,customer439@example.com,86.81,Basic,2036-11-18,643GB,Active,2026-07-09,8633844261,7789015266
440,Customer_440,customer440@example.com,71.44,Basic,2036-12-03,555GB,Inactive,2026-07-11,5312849777,2324184524
441,Customer_441,customer441@example.com,87.17,Standard,2036-12-18,194GB,Inactive,2026-07-13,1420547702,8473987350
442,Customer_442,customer442@example.com,64.59,Premium,2037-01-02,995GB,Inactive,2026-07-15,9351470556,2587774182
443,Customer_443,customer443@example.com,88.91,Standard,2037-01-17,291GB,Inactive,2026-07-17,3486224795,5931314810
444,Customer_444,customer444@example.com,53.54,Premium,2037-02-01,387GB,Active,2026-07-19,1361118082,9843763227
445,Customer_445,customer445@example.com,70.46,Basic,2037-02-16,717GB,Inactive,2026-07-21,5923885866,1540160740
446,Customer_446,customer446@example.com,59.11,Basic,2037-03-03,212GB,Inactive,2026-07-23,7171239339,7173493228
447,Customer_447,customer447@example.com,29.02,Basic,2037-03-18,613GB,Active,2026-07-25,1730417159,6165398060
448,Customer_448,customer448@example.com,8.41,Basic,2037-04-02,799GB,Inactive,2026-07-27,7939633917,1400887518
449,Customer_449,customer449@example.com,35.76,Basic,2037-04-17,916GB,Active,2026-07-29,4327937578,6251447484
450,Customer_450,customer450@example.com,49.64,Standard,2037-05-02,696GB,Inactive,2026-07-31,2910158025,8367824506
451,Customer_451,customer451@example.com,70.78,Basic,2037-05-17,370GB,Active,2026-08-02,5616767367,2466484248
452,Customer_452,customer452@example.com,62.11,Standard,2037-06-01,671GB,Inactive,2026-08-04,1599550109,8563977017
453,Customer_453,customer453@example.com,57.06,Basic,2037-06-16,132GB,Inactive,2026-08-06,9161809967,2324410473
454,Customer_454,customer454@example.com,9.65,Standard,2037-07-01,262GB,Inactive,2026-08-08,9577129233,9596456840
455,Customer_455,customer455@example.com,35.46,Premium,2037-07-16,528GB,Inactive,2026-08-10,6061911633,4744378940
456,Customer_456,customer456@example.com,52.67,Basic,2037-07-31,188GB,Active,2026-08-12,8694112863,6104612917
457,Customer_457,customer457@example.com,86.68,Basic,2037-08-15,597GB,Inactive,2026-08-14,4035457469,9294398658
458,Customer_458,customer458@example.com,92.15,Standard,2037-08-30,203GB,Active,2026-08-16,5637596397,9721265967
459,Customer_459,customer459@example.com,51.28,Premium,2037-09-14,881GB,Inactive,2026-08-18,7689207869,4004784835
460,Customer_460,customer460@example.com,92.17,Basic,2037-09-29,272GB,Active,2026-08-20,5821351073,2086549172
461,Customer_461,customer461@example.com,51.09,Standard,2037-10-14,921GB,Active,2026-08-22,4504160027,3661010999
462,Customer_462,customer462@example.com,20.77,Standard,2037-10-29,563GB,Inactive,2026-08-24,6938971355,3289067851
463,Customer_463,customer463@example.com,77.68,Standard,2037-11-13,827GB,Active,2026-08-26,3598962566,8185049539
464,Customer_464,customer464@example.com,76.03,Premium,2037-11-28,788GB,Active,2026-08-28,5731625297,1341336748
465,Customer_465,customer465@example.com,14.12,Standard,2037-12-13,713GB,Active,2026-08-30,8507017896,9447563050
466,Customer_466,customer466@example.com,47.77,Premium,2037-12-28,432GB,Active,2026-09-01,1836409292,3887812210
467,Customer_467,customer467@example.com,36.48,Standard,2038-01-12,628GB,Inactive,2026-09-03,2943774199,1661068048
468,Customer_468,customer468@example.com,87.06,Standard,2038-01-27,956GB,Inactive,2026-09-05,6926629847,5439169979
469,Customer_469,customer469@example.com,38.96,Basic,2038-02-11,773GB,Inactive,2026-09-07,6031537168,9019434198
470,Customer_470,customer470@example.com,20.02,Basic,2038-02-26,372GB,Inactive,2026-09-09,5736665422,9241951742
471,Customer_471,customer471@example.com,87.19,Basic,2038-03-13,450GB,Active,2026-09-11,9088490224,6748531606
472,Customer_472,customer472@example.com,60.82,Standard,2038-03-28,824GB,Active,2026-09-13,4725593708,1028291042
473,Customer_473,customer473@example.com,27.02,Premium,2038-04-12,430GB,Active,2026-09-15,9577164546,8409990543
474,Customer_474,customer474@example.com,61.34,Standard,2038-04-27,614GB,Active,2026-09-17,3718250980,1412881922
475,Customer_475,customer475@example.com,54.78,Standard,2038-05-12,106GB,Active,2026-09-19,5364070743,1364885103
476,Customer_476,customer476@example.com,38.64,Standard,2038-05-27,532GB,Inactive,2026-09-21,1882026919,7896642761
477,Customer_477,customer477@example.com,66.34,Premium,2038-06-11,514GB,Inactive,2026-09-23,8359921131,4994099968
478,Customer_478,customer478@example.com,39.99,Basic,2038-06-26,551GB,Active,2026-09-25,9199572853,9104668739
479,Customer_479,customer479@example.com,2.19,Basic,2038-07-11,642GB,Inactive,2026-09-27,9965967234,3978728040
480,Customer_480,customer480@example.com,26.85,Premium,2038-07-26,462GB,Active,2026-09-29,8125107495,1256077097
481,Customer_481,customer481@example.com,41.84,Basic,2038-08-10,557GB,Inactive,2026-10-01,7247597645,9435178877
482,Customer_482,customer482@example.com,73.13,Standard,2038-08-25,305GB,Inactive,2026-10-03,3965392335,7278508932
483,Customer_483,customer483@example.com,81.74,Premium,2038-09-09,155GB,Inactive,2026-10-05,5227660525,8443109108
484,Customer_484,customer484@example.com,36.8,Basic,2038-09-24,704GB,Inactive,2026-10-07,6134263333,1412723777
485,Customer_485,customer485@example.com,96.09,Standard,2038-10-09,808GB,Inactive,2026-10-09,4744258957,8842136753
486,Customer_486,customer486@example.com,37.55,Premium,2038-10-24,875GB,Inactive,2026-10-11,3915781403,9798582220
487,Customer_487,customer487@example.com,3.86,Premium,2038-11-08,332GB,Inactive,2026-10-13,2079081089,1530156423
488,Customer_488,customer488@example.com,43.48,Basic,2038-11-23,391GB,Active,2026-10-15,7410146545,2067598517
489,Customer_489,customer489@example.com,55.56,Premium,2038-12-08,390GB,Active,2026-10-17,6368753539,5419425067
490,Customer_490,customer490@example.com,82.97,Basic,2038-12-23,234GB,Active,2026-10-19,4732211038,9949319709
491,Customer_491,customer491@example.com,33.7,Basic,2039-01-07,753GB,Active,2026-10-21,2516786667,7888763367
492,Customer_492,customer492@example.com,66.01,Premium,2039-01-22,310GB,Active,2026-10-23,6266833540,2556977005
493,Customer_493,customer493@example.com,45.85,Premium,2039-02-06,462GB,Inactive,2026-10-25,5153455430,1082322509
494,Customer_494,customer494@example.com,98.09,Premium,2039-02-21,907GB,Active,2026-10-27,6082479460,9360574669
495,Customer_495,customer495@example.com,97.94,Basic,2039-03-08,276GB,Active,2026-10-29,5957996620,1374909726
496,Customer_496,customer496@example.com,61.28,Premium,2039-03-23,996GB,Inactive,2026-10-31,5692927438,5957863055
497,Customer_497,customer497@example.com,9.73,Standard,2039-04-07,342GB,Inactive,2026-11-02,2315315005,4416706472
498,Customer_498,customer498@example.com,46.49,Premium,2039-04-22,306GB,Inactive,2026-11-04,6161038532,5232343846
499,Customer_499,customer499@example.com,1.56,Basic,2039-05-07,640GB,Active,2026-11-06,5092780412,6194047352
500,Customer_500,customer500@example.com,41.93,Standard,2039-05-22,807GB,Inactive,2026-11-08,5852786024,1634945081
501,Customer_501,customer501@example.com,55.19,Premium,2039-06-06,237GB,Inactive,2026-11-10,1562515836,2028033433
502,Customer_502,customer502@example.com,40.35,Basic,2039-06-21,536GB,Active,2026-11-12,4710762307,9885730011
503,Customer_503,customer503@example.com,41.35,Basic,2039-07-06,754GB,Active,2026-11-14,6348425707,1422932645
504,Customer_504,customer504@example.com,22.3,Basic,2039-07-21,358GB,Active,2026-11-16,4444946363,4330277228
505,Customer_505,customer505@example.com,29.67,Standard,2039-08-05,271GB,Active,2026-11-18,2690723154,4164066451
506,Customer_506,customer506@example.com,62.17,Basic,2039-08-20,571GB,Inactive,2026-11-20,1139473038,5020857132
507,Customer_507,customer507@example.com,84.85,Standard,2039-09-04,762GB,Inactive,2026-11-22,3589781079,8576271021
508,Customer_508,customer508@example.com,74.5,Standard,2039-09-19,339GB,Inactive,2026-11-24,7203040477,7373860793
509,Customer_509,customer509@example.com,63.36,Premium,2039-10-04,996GB,Inactive,2026-11-26,7230519498,9452785371
510,Customer_510,customer510@example.com,47.01,Premium,2039-10-19,110GB,Active,2026-11-28,2692670763,1300771002
511,Customer_511,customer511@example.com,53.28,Premium,2039-11-03,247GB,Inactive,2026-11-30,4210815632,1242088707
512,Customer_512,customer512@example.com,13.07,Standard,2039-11-18,149GB,Active,2026-12-02,8238330417,1873005107
513,Customer_513,customer513@example.com,86.02,Standard,2039-12-03,699GB,Active,2026-12-04,8654743354,1938718687
514,Customer_514,customer514@example.com,45.74,Basic,2039-12-18,832GB,Inactive,2026-12-06,7400932658,8355965135
515,Customer_515,customer515@example.com,99.61,Basic,2040-01-02,279GB,Active,2026-12-08,9487755577,1608116526
516,Customer_516,customer516@example.com,15.79,Standard,2040-01-17,899GB,Active,2026-12-10,6741194869,8744573334
517,Customer_517,customer517@example.com,30.3,Premium,2040-02-01,715GB,Active,2026-12-12,2076866327,4757607870
518,Customer_518,customer518@example.com,65.37,Basic,2040-02-16,861GB,Active,2026-12-14,5610523394,4777015222
519,Customer_519,customer519@example.com,3.84,Basic,2040-03-02,611GB,Active,2026-12-16,9478005740,6774259347
520,Customer_520,customer520@example.com,69.58,Standard,2040-03-17,171GB,Active,2026-12-18,4018773451,7814454075
521,Customer_521,customer521@example.com,67.35,Standard,2040-04-01,435GB,Active,2026-12-20,8730160953,1782675781
522,Customer_522,customer522@example.com,31.77,Premium,2040-04-16,640GB,Inactive,2026-12-22,2471112310,6824291446
523,Customer_523,customer523@example.com,38.08,Premium,2040-05-01,156GB,Inactive,2026-12-24,7556556189,7070419861
524,Customer_524,customer524@example.com,24.58,Premium,2040-05-16,432GB,Active,2026-12-26,7701522886,7723202069
525,Customer_525,customer525@example.com,74.6,Basic,2040-05-31,307GB,Active,2026-12-28,5948517678,7363545564
526,Customer_526,customer526@example.com,88.78,Standard,2040-06-15,974GB,Inactive,2026-12-30,5824791001,9792727879
527,Customer_527,customer527@example.com,73.32,Premium,2040-06-30,403GB,Inactive,2027-01-01,1141353069,7442147003
528,Customer_528,customer528@example.com,90.08,Standard,2040-07-15,100GB,Active,2027-01-03,5513320403,3286285224
529,Customer_529,customer529@example.com,19.73,Basic,2040-07-30,651GB,Inactive,2027-01-05,7262287466,1798350305
530,Customer_530,customer530@example.com,14.16,Basic,2040-08-14,274GB,Active,2027-01-07,9029693448,5935433418
531,Customer_531,customer531@example.com,9.15,Standard,2040-08-29,945GB,Active,2027-01-09,1628670023,2618351180
532,Customer_532,customer532@example.com,72.79,Basic,2040-09-13,378GB,Inactive,2027-01-11,6179369805,3330822395
533,Customer_533,customer533@example.com,55.93,Premium,2040-09-28,973GB,Inactive,2027-01-13,4349874111,5760351126
534,Customer_534,customer534@example.com,22.34,Basic,2040-10-13,300GB,Active,2027-01-15,4623312821,1509430048
535,Customer_535,customer535@example.com,64.64,Premium,2040-10-28,522GB,Inactive,2027-01-17,4768138753,2801621131
536,Customer_536,customer536@example.com,57.35,Premium,2040-11-12,136GB,Active,2027-01-19,3643996037,3905082764
537,Customer_537,customer537@example.com,31.59,Standard,2040-11-27,911GB,Active,2027-01-21,2129745567,8508365416
538,Customer_538,customer538@example.com,42.04,Standard,2040-12-12,214GB,Inactive,2027-01-23,3572984075,2397440280
540,Customer_540,customer540@example.com,93.87,Basic,2041-01-11,846GB,Active,2027-01-27,8714768323,2215050999
541,Customer_541,customer541@example.com,68.91,Standard,2041-01-26,126GB,Inactive,2027-01-29,7091568301,6065652242
542,Customer_542,customer542@example.com,59.15,Premium,2041-02-10,361GB,Active,2027-01-31,4429487746,7532741446
543,Customer_543,customer543@example.com,96.75,Basic,2041-02-25,147GB,Inactive,2027-02-02,8225352540,6346416495
544,Customer_544,customer544@example.com,49.55,Premium,2041-03-12,260GB,Active,2027-02-04,7304962005,7465857744
545,Customer_545,customer545@example.com,23.14,Premium,2041-03-27,902GB,Inactive,2027-02-06,3778801568,3520798601
546,Customer_546,customer546@example.com,93.85,Basic,2041-04-11,282GB,Inactive,2027-02-08,1099198042,5861946300
547,Customer_547,customer547@example.com,25.18,Basic,2041-04-26,639GB,Inactive,2027-02-10,3218285724,9557975733
548,Customer_548,customer548@example.com,21.82,Premium,2041-05-11,711GB,Active,2027-02-12,3055066112,8794788891
549,Customer_549,customer549@example.com,11.25,Premium,2041-05-26,829GB,Active,2027-02-14,3872985419,1281698480
550,Customer_550,customer550@example.com,67.87,Standard,2041-06-10,491GB,Active,2027-02-16,3457479926,7435451117
551,Customer_551,customer551@example.com,25.42,Standard,2041-06-25,922GB,Active,2027-02-18,7850027247,7576650290
552,Customer_552,customer552@example.com,61.68,Premium,2041-07-10,637GB,Inactive,2027-02-20,7698293760,6360633659
553,Customer_553,customer553@example.com,66.8,Premium,2041-07-25,590GB,Active,2027-02-22,5436030020,2542099380
554,Customer_554,customer554@example.com,98.42,Basic,2041-08-09,727GB,Inactive,2027-02-24,3094189668,7911465794
555,Customer_555,customer555@example.com,3.43,Standard,2041-08-24,425GB,Inactive,2027-02-26,5451161436,4305022684
556,Customer_556,customer556@example.com,59.08,Standard,2041-09-08,751GB,Active,2027-02-28,9950574042,3919964417
557,Customer_557,customer557@example.com,83.46,Basic,2041-09-23,958GB,Active,2027-03-02,4490904404,8886602570
558,Customer_558,customer558@example.com,92.29,Standard,2041-10-08,637GB,Active,2027-03-04,4360109183,2368854904
559,Customer_559,customer559@example.com,33.28,Basic,2041-10-23,906GB,Inactive,2027-03-06,7109753700,1478417701
560,Customer_560,customer560@example.com,67.92,Basic,2041-11-07,214GB,Inactive,2027-03-08,5474909879,6371109110
561,Customer_561,customer561@example.com,56.65,Premium,2041-11-22,376GB,Inactive,2027-03-10,8813393851,5222544616
562,Customer_562,customer562@example.com,20.66,Basic,2041-12-07,910GB,Inactive,2027-03-12,1191572846,3191024620
563,Customer_563,customer563@example.com,38.18,Basic,2041-12-22,788GB,Active,2027-03-14,6747358293,5681571075
564,Customer_564,customer564@example.com,1.86,Standard,2042-01-06,886GB,Inactive,2027-03-16,3138571487,9125001078
565,Customer_565,customer565@example.com,48.36,Basic,2042-01-21,384GB,Active,2027-03-18,5927432002,4179764670
566,Customer_566,customer566@example.com,73.85,Standard,2042-02-05,283GB,Active,2027-03-20,3729447223,9123041147
567,Customer_567,customer567@example.com,18.39,Standard,2042-02-20,333GB,Inactive,2027-03-22,4310357586,3416882846
568,Customer_568,customer568@example.com,80.33,Premium,2042-03-07,450GB,Inactive,2027-03-24,1655860277,1585873533
570,Customer_570,customer570@example.com,17.5,Standard,2042-04-06,635GB,Inactive,2027-03-28,3904361685,7605893167
571,Customer_571,customer571@example.com,24.35,Basic,2042-04-21,837GB,Inactive,2027-03-30,4369204651,3264241491
572,Customer_572,customer572@example.com,16.14,Standard,2042-05-06,904GB,Inactive,2027-04-01,1615587644,1353596894
573,Customer_573,customer573@example.com,67.34,Basic,2042-05-21,524GB,Active,2027-04-03,5341839769,4193668263
574,Customer_574,customer574@example.com,42.47,Premium,2042-06-05,167GB,Inactive,2027-04-05,9626192718,7012256358
575,Customer_575,customer575@example.com,47.51,Basic,2042-06-20,500GB,Active,2027-04-07,4362884227,8575408815
576,Customer_576,customer576@example.com,67.74,Standard,2042-07-05,571GB,Inactive,2027-04-09,9806600566,1980765094
577,Customer_577,customer577@example.com,32.6,Premium,2042-07-20,645GB,Inactive,2027-04-11,4125122916,3436763269
578,Customer_578,customer578@example.com,20.94,Premium,2042-08-04,994GB,Active,2027-04-13,4552256233,7180385652
579,Customer_579,customer579@example.com,30.19,Standard,2042-08-19,770GB,Inactive,2027-04-15,1473133795,8862379687
580,Customer_580,customer580@example.com,53.29,Premium,2042-09-03,209GB,Inactive,2027-04-17,8995312395,8278794348
581,Customer_581,customer581@example.com,4.07,Basic,2042-09-18,485GB,Active,2027-04-19,4859915941,5978756043
582,Customer_582,customer582@example.com,18.07,Premium,2042-10-03,427GB,Inactive,2027-04-21,6344584893,9448484212
583,Customer_583,customer583@example.com,21.25,Standard,2042-10-18,176GB,Active,2027-04-23,6306065931,9096824955
584,Customer_584,customer584@example.com,97.97,Standard,2042-11-02,494GB,Inactive,2027-04-25,7054131257,6375056723
585,Customer_585,customer585@example.com,54.39,Premium,2042-11-17,748GB,Active,2027-04-27,7240091191,7601677883
586,Customer_586,customer586@example.com,31.84,Premium,2042-12-02,650GB,Inactive,2027-04-29,1663632855,7863263264
587,Customer_587,customer587@example.com,92.42,Basic,2042-12-17,750GB,Active,2027-05-01,8596768968,8048920559
588,Customer_588,customer588@example.com,85.69,Standard,2043-01-01,169GB,Inactive,2027-05-03,5499720340,7250675498
589,Customer_589,customer589@example.com,5.11,Premium,2043-01-16,942GB,Inactive,2027-05-05,1030113452,4009499722
590,Customer_590,customer590@example.com,34.37,Premium,2043-01-31,410GB,Active,2027-05-07,2112529540,8964789725
591,Customer_591,customer591@example.com,26.2,Standard,2043-02-15,370GB,Inactive,2027-05-09,2980364068,2910194729
592,Customer_592,customer592@example.com,21.72,Standard,2043-03-02,859GB,Inactive,2027-05-11,2013018056,4878913346
593,Customer_593,customer593@example.com,81.43,Standard,2043-03-17,137GB,Active,2027-05-13,8767869757,2423106617
594,Customer_594,customer594@example.com,19.51,Standard,2043-04-01,115GB,Active,2027-05-15,9856557816,6105872629
595,Customer_595,customer595@example.com,41.93,Basic,2043-04-16,775GB,Active,2027-05-17,3285196146,8436343838
596,Customer_596,customer596@example.com,36.98,Premium,2043-05-01,580GB,Inactive,2027-05-19,4462491563,3330142356
597,Customer_597,customer597@example.com,62.04,Premium,2043-05-16,717GB,Inactive,2027-05-21,3071366406,2455962231
598,Customer_598,customer598@example.com,83.7,Standard,2043-05-31,897GB,Active,2027-05-23,8617403208,3556871599
600,Customer_600,customer600@example.com,77.89,Standard,2043-06-30,358GB,Active,2027-05-27,3559265621,9434990582
602,Customer_602,customer602@example.com,17.93,Standard,2043-07-30,546GB,Active,2027-05-31,1012318936,6460211148
603,Customer_603,customer603@example.com,62.39,Premium,2043-08-14,684GB,Active,2027-06-02,8776031774,8928341937
604,Customer_604,customer604@example.com,85.99,Basic,2043-08-29,400GB,Active,2027-06-04,4365316434,6595000419
